title,original_url,thumbnail_url,source_website,resolution,search_query,page_number,local_path
Thu phí vỉa hè tại TP Hồ Chí Minh: Làm ...,https://image.baophapluat.vn/1200x630/Uploaded/2025/jihvwawbvhfobu/2023_12_26/via-he-5632-3098.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZcbZIkWrDcWZ2q2NhBnB_2arPid4I1WPR_Q&s,Báo Pháp luật Việt Nam điện tử,1200x630,vỉa hè đường phố việt nam,0,images/vỉa hè đường phố việt nam_1739520561.png
"Cải tạo, chỉnh trang vỉa hè khu vực ...",https://baohaiphong.vn/files/ecm/transcode_files/2024/08/13//72b2a06d-e19a-4146-9688-a4cf5d7c9165-via-he-HB6.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTB80uw-HyU3CGVWafgSzAlnbEkRt1whhor8w&s,Báo Hải Phòng,2500x1667,vỉa hè đường phố việt nam,0,images/vỉa hè đường phố việt nam_1739520561.jpg
"Đường phố Hà Nội vắng vẻ, yên bình sáng ...",https://vnanet.vn/Data/Articles/2022/02/01/5897537/vna_potal_duong_pho_ha_noi_vang_ve_yen_binh_sang_mung_1_tet_nham_dan_stand.jpeg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOBib-tNvtlm5YtVesJsrOTG_VKtthWj4yaA&s,TTXVN,665x423,vỉa hè đường phố việt nam,0,
Đường phố – Hè phố: Cơ sở khoa học cho ...,http://kientrucvietnam.org.vn/wp-content/uploads/2016/09/V4.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTU-FsB1sr0G7bpS54rvFW2qHckesi6TUX7sw&s,Kiến trúc,567x319,vỉa hè đường phố việt nam,0,
"Hà Nội ""vào mùa"" cải tạo vỉa hè, lòng ...",https://i.ytimg.com/vi/X9qBGok-Jcc/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLD1u7hibQcaTjSMWsCjNQsTgaxXug,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTt_G34SKthCnmDLJPHyn3Om0EEBT_KKhkjoQ&s,YouTube,686x386,vỉa hè đường phố việt nam,0,images/vỉa hè đường phố việt nam_1739520566.jpg
Vỉa hè Việt Nam dưới góc nhìn của một ...,https://ashui.com/mag/images/stories/201204/viahe.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLppYU85iuYuor0_NttfeiqI0hzxCTucT5LA&s,Ashui.com,400x251,vỉa hè đường phố việt nam,0,images/vỉa hè đường phố việt nam_1739520566.jpg
Vietnam+ (VietnamPlus ...,https://media.vietnamplus.vn/images/7255a701687d11cb8c6bbc58a6c80785de985748956c293a7d653e8bdb69fd01d15e9dc2ab043e16cba2fb68d30432a3426407fd60d3baa4fa22bd5a1aaa2a28/latdaviahe0307.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6VICR_R59yXDiigvGJWReOntSDQFARPvjUg&s,VietnamPlus,1000x640,vỉa hè đường phố việt nam,0,images/vỉa hè đường phố việt nam_1739520566.jpg
Những tuyến phố có vỉa hè đẹp ở Hà Nội ...,https://photo.znews.vn/w660/Uploaded/ayhunwx/2017_03_05/2_zing.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFHC8LoKuTkqZaPHeSxVgvHrQXLLw0OzhjFw&s,Lifestyle - Znews,660x440,vỉa hè đường phố việt nam,0,images/vỉa hè đường phố việt nam_1739520567.jpg
"Lần đầu tiên ở Việt Nam, vỉa hè có làn ...",https://mtcs.1cdn.vn/2024/07/16/via-he.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmipk48BF2umTQuvodEgMd3r5vM6l3yiLHbw&s,Môi trường & Cuộc sống,680x402,vỉa hè đường phố việt nam,0,images/vỉa hè đường phố việt nam_1739520569.jpg
"Khốn khổ vì đường phố, vỉa hè bị đào xới",https://i.ex-cdn.com/vovgiaothong.vn/files/content/2022/11/04/anh_2_0png-1544.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUu0ZyE7jGsm5ZMiyaQC-z7NDozwthebilVA&s,VOV Giao thông,1200x885,vỉa hè đường phố việt nam,0,
Không gian văn hóa vỉa hè đi về đâu ...,https://sovhtt.hanoi.gov.vn/wp-content/uploads/2022/10/nguoi-ban-hang-rong-tren-pho-hang-dao-nam-1940-600x409.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzSkFKOs6R1qaTiCusvDr6T1lnbwrpdrj7pg&s,Cổng thông tin Sở Văn Hóa Thể Thao Hà Nội,600x409,vỉa hè đường phố việt nam,0,images/vỉa hè đường phố việt nam_1739520569.jpg
"Thu phí sử dụng tạm vỉa hè, lòng đường ...",https://static.ttbc-hcm.gov.vn/images/upload/09282023/3a-5611_8bd1fbb7.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdUEJVnqbKiJrzJHSOS2VcMX1x2qpExD2s4Q&s,Trung tâm báo chí TP.Hồ Chí Minh,560x420,vỉa hè đường phố việt nam,0,images/vỉa hè đường phố việt nam_1739520570.jpg
Thành phố lớn nhất Việt Nam khảo sát ...,https://nqs.1cdn.vn/2024/12/04/statictttc.kinhtedothi.vn-zoom-1000-uploaded-nguyennhuquynh-2024_12_04-_via_he_1_wkjh.jpeg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBPWJLG42phLAP7qC6R4dKlUxtKmAzCuV9_Q&s,Người quan sát,1000x666,vỉa hè đường phố việt nam,0,images/vỉa hè đường phố việt nam_1739520571.jpeg
Ẩm thực vỉa hè Việt Nam vào top trải ...,https://ttol.vietnamnetjsc.vn//2015/11/11/14/09/am-thuc-via-he-viet-nam-vao-top-trai-nghiem-tuyet-nhat_1.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVIDBFnbYxlXPm5JHXlL7H4uHZT9djUT-eAw&s,Tintuconline,600x375,vỉa hè đường phố việt nam,0,
