original_url,source_website,resolution,search_query,local_path,short_caption
https://thanhphohaiphong.gov.vn/wp-content/uploads/2019/09/2-3-1496913658106-1657.jpg,Cổng tin tức thành phố Hải Phòng,540x360,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_dfea2972.jpg,"Vỉa hè hẹp, khá bừa bộn với nhiều xe máy đậu san sát.  Người đi bộ và một số người bán hàng rong cùng sử dụng vỉa hè.  Cây xanh và ghế đá không được quan sát thấy rõ.
"
https://cdnmedia.baotintuc.vn/Upload/DUU6RrxzRxC3rhmuFd3A/files/2024/04/pho-nui-truc-9.jpg,baotintuc.vn,1600x900,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_ae89243d.jpg,"Vỉa hè hẹp, bừa bộn với các quầy hàng bán ăn uống chiếm dụng không gian.  Có người đi bộ và buôn bán, thiếu cây xanh và ghế đá.  Cơ sở vật chất hạn chế.
"
https://img.vietcetera.com/uploads/images/09-dec-2021/to-tie-n.jpeg,Vietcetera,2000x1123,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_0e204dea.jpeg,"Vỉa hè hẹp, khá bừa bộn với người bán hàng rong và ghế nhựa. Hoạt động chính là buôn bán nhỏ lẻ.  Thiếu cây xanh, đèn đường và ghế đá.
"
https://cdn.tiasang.com.vn/tiasang-media/2024/02/tam-hon-via-he-Anh-5-1118x700.jpg,Tạp chí Tia sáng,1118x700,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_2b8c1ff0.jpg,"Vỉa hè hẹp, tương đối sạch sẽ. Hai người đàn ông đang chơi cờ trên vỉa hè, còn có một chiếc xe máy đỗ gần đó.  Cơ sở vật chất hạn chế, chỉ có vài chiếc ghế nhựa.
"
https://vcdn1-vnexpress.vnecdn.net/2023/03/08/2-jpg-1678174722-1678243366.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=MEnw1qWooiJtuJwnNiStpw,VnExpress,1200x720,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_99577e57.jpg,"Vỉa hè tương đối rộng, khá sạch sẽ, có nhiều cây xanh.  Một số xe máy đỗ trên vỉa hè,  người đi bộ thưa thớt,  không có nhiều hoạt động buôn bán.
"
https://media.vneconomy.vn/images/upload/2024/01/22/giu-xe-chiem-via-he-03.jpg,VnEconomy,1920x1331,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_02abb5f6.jpg,"Vỉa hè hẹp, bị chiếm dụng gần hết bởi hàng loạt xe máy đậu kín.  Hoạt động chính là đỗ xe, có người đi bộ.  Cây xanh có ở ven đường, không có nhiều ghế đá hay đèn đường nhìn thấy rõ.
"
https://image.plo.vn/Uploaded/2025/wpdhncwqr/2024_05_18/thu-phi-via-he-10-4767.jpg,PLO,6720x4480,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_2a8a50ac.jpg,
https://static-images.vnncdn.net/files/publish/2022/12/10/via-he-1441.jpg,VietNamNet,1783x1139,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_c385d3e1.jpg,"Vỉa hè hẹp, đang được sửa chữa, bề mặt bừa bộn với gạch đá và vật liệu xây dựng.  Công nhân đang lát lại vỉa hè.  Cây xanh và đèn đường có thể nhìn thấy ở gần đó.
"
https://suckhoedoisong.qltns.mediacdn.vn/324455921873985536/2023/4/9/c9850d06-895f-45bf-9cbc-e27f0853367a-1681031450019978844493.jpeg,Sức khỏe đời sống,2000x1500,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_115aa16b.jpeg,"Vỉa hè hẹp, bừa bộn với rác thải và vật dụng che chắn.  Hoạt động chủ yếu là đỗ xe và có một số hàng quán tạm bợ. Cây xanh rậm rạp, thiếu ghế đá và đèn đường.
"
https://congdankhuyenhoc.qltns.mediacdn.vn/449484899827462144/2022/12/18/3191116337289192756131732708916498726144135n-1671331642084617583120.jpg,Tạp chí Công dân và Khuyến học,1080x1920,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_ca21b785.jpg,"Vỉa hè rộng rãi, sạch sẽ, lát gạch màu xám và đỏ tạo họa tiết đẹp mắt.  Cây xanh nhiều, tạo bóng mát,  ít người qua lại, không có hoạt động buôn bán.
"
https://media-cdn-v2.laodong.vn/storage/newsportal/2024/1/11/1291321/Via-He-Tphcm-16.jpg,Báo Lao động,1280x960,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_c8653b32.jpg,"Vỉa hè hẹp, khá bừa bộn với nhiều xe máy đậu sát lề đường.  Người đi bộ chen chúc giữa các phương tiện và hoạt động buôn bán nhỏ lẻ.  Cây xanh ít, cơ sở vật chất công cộng hầu như không có.
"
https://media.vietnamplus.vn/images/7255a701687d11cb8c6bbc58a6c80785024db0eafb2d38c52a2509fabe99c057e7c410225496e988053a01a885fe2761ee3b24f0cd690c0b85f16d59fdbedaf3/via_he_Ha_Noi_sau_1_nam_1.jpg,Vietnam+ (VietnamPlus),1000x667,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_6fa0b880.jpg,"Vỉa hè hẹp, có phần bừa bộn do hoạt động buôn bán nhỏ lẻ chiếm dụng.  Người đi bộ chen chúc, thiếu cây xanh và ghế đá.
"
http://kientrucvietnam.org.vn/wp-content/uploads/2016/09/singaporeup.jpg,Kiến trúc,567x378,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_cc75324f.jpg,"Vỉa hè hẹp, khá bận rộn với hoạt động buôn bán và nhiều người đi bộ.  Có nhiều quán ăn ngoài trời, đèn đường và những chiếc đèn lồng trang trí.
"
https://vnindustry.net/storage/photos/2023/09/07/6/mo-hinh-kinh-te-via-he-1.webp,Vnindustry - Kênh tin tức kinh tế công nghiệp Việt Nam,680x452,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_e5854fdd.webp,"Vỉa hè tương đối hẹp, nhưng khá sạch sẽ. Nhiều người ngồi uống nước, ăn uống và trò chuyện trên vỉa hè, có cả hoạt động buôn bán nhỏ. Cây xanh được trồng xen kẽ với đèn đường và ghế đá tạo không gian thư giãn.
"
https://cdn1.tuoitre.vn/thumb_w/1200/471584752817336320/2024/11/13/via-he-1731460515615981006645-172-0-1219-2000-crop-173146056807515788617.jpg,Báo Tuổi Trẻ,1200x628,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_ccde8643.jpg,"Vỉa hè tương đối rộng, sạch sẽ, có nhiều cây xanh. Một người đàn ông đang đi bộ, vỉa hè không có hoạt động buôn bán hay xe cộ đỗ.
"
https://media.vneconomy.vn/w800/images/upload/2023/08/29/ban-le-duong-ksbo-thumb-9843.jpg,VnEconomy,800x534,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_b56c592c.jpg,"Vỉa hè tương đối rộng, phần nào bừa bộn do các quầy hàng rong và người ngồi ăn uống.  Hoạt động chủ yếu là buôn bán đồ ăn và ngồi nghỉ ngơi, có một số xe máy đỗ.  Cơ sở vật chất hạn chế, chỉ có cây xanh và không thấy đèn đường hay ghế đá.
"
https://media.vietnamplus.vn/images/7255a701687d11cb8c6bbc58a6c80785f710f21e4ee0c569955a3ad40186fac2f3f8693d8610d955ad1ac8079b6d7dcaf61bb99efc3cdb70dc523ce6b0d3da4b/lat-da-via-he-2-5588.jpg,Vietnam+ (VietnamPlus),1000x696,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_e2f2252a.jpg,"Vỉa hè tương đối hẹp, đang được sửa chữa nên có nhiều vật liệu xây dựng và khá bừa bộn.  Hai người đang đẩy xe cút kít, có nhiều xe máy đỗ dọc vỉa hè.  Thiếu cây xanh và ghế đá.
"
https://dothi.reatimes.vn/uploads/images/2024/07/16/duong-xe-dap-1-1721123149.jpeg,Do Thi - Reatimes,2000x1054,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_d113c6bb.jpeg,"Vỉa hè tương đối rộng, sạch sẽ, có làn đường dành riêng cho xe đạp được sơn màu xanh lá cây. Hiện tại không có hoạt động buôn bán hay người đi bộ, cơ sở vật chất gồm có cây xanh và đèn đường.
"
https://nld.mediacdn.vn/291774122806476800/2023/6/14/1-1686707607644468182377.jpg,Báo Người Lao Động,2000x1333,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_9c1e588c.jpg,"Vỉa hè hẹp, hơi bừa bộn với một số xe máy đậu.  Người đi bộ và xe cộ lưu thông trên đường. Cây xanh ven đường, nhưng thiếu ghế đá và đèn đường rõ ràng.
"
https://static.kinhtedothi.vn/w960/images/upload/2021/12/22/lat-via-he-cho-cac-tuyen-pho-chinh.jpg,Báo Kinh tế đô thị,616x400,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_5bfc8a2e.jpg,"Vỉa hè tương đối rộng, sạch sẽ và có nhiều cây xanh, đèn đường.  Người đi bộ có thể đi lại thoải mái, không có hiện tượng buôn bán hay đỗ xe trên vỉa hè.
"
https://sgtvt.hochiminhcity.gov.vn/Tin-tuc/Chi-tiet-bai-viet/moduleId/2002/controller/TinTuc/action/Image?filePath=/NOIDUNG/2024/5/13/NOIDUNG_10332364.jpg,Sở GTVT TPHCM,1024x872,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_12673ab9.jpg,"Vỉa hè hẹp, tương đối sạch sẽ.  Người đi bộ và xe máy lưu thông, một số quán ăn sử dụng vỉa hè để bày bàn.  Cây xanh và đèn đường có mặt.
"
https://cdn.daibieunhandan.vn/images/4503789e48f18972563c8c5a560db423d83295dc9a0b593915c85e6945253ec608ee79d86601bc807c4a0ae9beb76f4b97d72ed27d9d94614c9bf6443a7d883dd40532845425f30444ff926172af896e/DUONG-KIM-MA-1725416856531.jpg.webp,Báo Đại biểu Nhân dân,1200x630,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_470703b4.webp,"Vỉa hè hẹp, hư hỏng nặng với nhiều mảng gạch vỡ. Người đi bộ và xe máy đỗ trên vỉa hè. Thiếu cây xanh và ghế đá, chỉ có một vài đèn đường.
"
https://hnm.1cdn.vn/2023/04/22/hanoimoi.com.vn-uploads-images-canhang-2023-04-22-_6_6.jpg,hanoimoi.com,1920x1440,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_1cfa1f32.jpg,"Vỉa hè hẹp, hư hỏng nghiêm trọng, nhiều đoạn bị sụt lún.  Người đi xe máy lưu thông, một người bán hàng rong trên vỉa hè.  Thiếu cây xanh, ghế đá, tình trạng xuống cấp.
"
http://kientrucvietnam.org.vn/wp-content/uploads/2016/09/V4.jpg,Kiến trúc,567x319,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_52d4490e.jpg,"Vỉa hè rộng rãi, sạch sẽ, được trang trí nhiều cây xanh và ghế đá.  Người đi bộ và các quầy hàng buôn bán san sát nhau, tạo nên không gian nhộn nhịp.  Cơ sở vật chất hiện đại và đẹp mắt.
"
https://cdn.thuvienphapluat.vn/uploads/tintuc/2022/05/18/lan-chiem-via-he-long-duong.jpg,Thư Viện Pháp Luật,640x439,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_6e1bc388.jpg,"Vỉa hè hẹp, khá bừa bộn do hoạt động buôn bán và ngồi ăn uống chiếm nhiều diện tích.  Người dân ngồi uống nước, buôn bán và đi bộ trên vỉa hè.  Cây xanh có ở một số điểm, không có ghế đá.
"
https://nqs.1cdn.vn/2024/07/15/i.ex-cdn.com-chatluongvacuocsong.vn-files-content-2024-07-15-_con-duong-xan-anh2-1345.jpg,Người quan sát,680x402,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_5f959ca7.jpg,"Vỉa hè hẹp, sạch sẽ, có làn đường dành cho xe đạp được đánh dấu bằng vạch màu xanh lá cây.  Không có hoạt động buôn bán hay người đi bộ, cơ sở vật chất hạn chế.
"
https://cdnphoto.dantri.com.vn/Xf7FgKQS9jxCbRmjYjZif655OOo=/thumb_w/1920/2024/11/14/dji202411141651050092d-1731602248849.jpg?watermark=v1,Dân trí,1920x1280,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_fab570c1.jpg,"Vỉa hè đang được xây dựng lại, tương đối hẹp và chưa hoàn thiện.  Có một số hoạt động buôn bán nhỏ lẻ và người đi bộ. Cây xanh được trồng xen kẽ, chưa có ghế đá hoặc đèn đường đầy đủ.
"
https://ashui.com/mag/images/stories/201204/viahe.jpg,Ashui.com,400x251,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_d6ed60f5.jpg,"Vỉa hè hẹp, khá bừa bộn với các hoạt động buôn bán nhỏ lẻ và người đi bộ chen chúc.  Cây xanh và ghế đá hầu như không thấy, chỉ có đèn đường đơn giản.
"
https://image.sggp.org.vn/w1000/Uploaded/2025/yehotn/2024_08_26/via-he-tren-dia-ban-quan-1-duoc-ke-vach-son-phan-chia-phan-danh-cho-nguoi-di-bo-va-phan-de-xe-hai-banh-anh-thu-huong-9761.jpg.webp,BÁO SÀI GÒN GIẢI PHÓNG,1000x750,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_1253fbcd.webp,"Vỉa hè tương đối rộng, phần lớn sạch sẽ, có cây xanh và đèn đường.  Người đi bộ và xe máy chiếm dụng một phần vỉa hè, một số xe ô tô đỗ sát lề đường.
"
https://static.ttbc-hcm.gov.vn/images/upload/09282023/3a-5611_8bd1fbb7.jpg,Trung tâm Báo chí TPHCM,560x420,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_d82aff6e.jpg,"Vỉa hè tương đối hẹp, có phần bừa bộn với các bàn ghế nhựa phục vụ bán hàng rong.  Người đi bộ và hoạt động buôn bán cùng tồn tại trên vỉa hè, thiếu cây xanh và ghế đá.
"
https://vcdn1-vnexpress.vnecdn.net/2024/05/08/002JPG54391703168130jpeg759217-2786-4882-1715173655.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=-3-LrZ5gUXvDLQkSpcLeQA,VnExpress,1198x799,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_5d3b5809.jpg,"Vỉa hè tương đối rộng, được lát gạch, phần nào bị chiếm dụng bởi xe máy đậu dọc theo các cửa hàng.  Người dân ngồi uống nước tại quán cà phê ven đường, cây xanh được trồng dọc vỉa hè tạo bóng mát.
"
https://cdn-i.vtcnews.vn/upload/2023/03/07/via-he-13-11085111.jpg,VTC News,2000x1376,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_0c3fdeef.jpg,"Vỉa hè hẹp, tương đối sạch sẽ, có người đi bộ và xe máy đỗ.  Hoạt động buôn bán diễn ra gần đó, thiếu cây xanh và ghế đá.
"
https://suckhoedoisong.qltns.mediacdn.vn/324455921873985536/2022/10/19/hoa-10-large-1666149326699702213382-16661543196751394608837.jpeg,Sức khỏe đời sống,1280x960,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_9990ceb8.jpeg,"Vỉa hè tương đối hẹp, bị chiếm dụng phần lớn bởi các quầy bán hoa tươi, khá bừa bộn.  Người đi bộ chen chúc giữa các quầy hoa và xe máy đậu ven đường.  Thiếu cây xanh và ghế đá.
"
https://image.plo.vn/w1000/Uploaded/2024/vocgmvlw/2024_07_16/thanh-pho-dau-tien-o-viet-nam-co-via-he-danh-cho-xe-dap-1-2842.jpg.webp,Tra Cứu Quy Hoạch,1000x563,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_ab9c6cdc.webp,"Vỉa hè tương đối rộng, khá sạch sẽ, có một làn đường dành cho người đi bộ được sơn màu xanh.  Cây xanh được trồng dọc vỉa hè, có hoa giấy nở rộ.  Không có hoạt động buôn bán hay đỗ xe trên vỉa hè.
"
https://hnm.1cdn.vn/2023/05/26/hanoimoi.com.vn-uploads-images-phananh-2023-05-25-_vh1b.jpg,hanoimoi.com,800x514,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_8cbf96ad.jpg,"Vỉa hè hẹp, khá bừa bộn với nhiều người ngồi uống nước và trò chuyện.  Có xe máy đậu dọc vỉa hè.  Cơ sở vật chất hạn chế, chủ yếu là ghế nhựa nhỏ.
"
https://static.baovanhoa.vn/zoom/1200_630/Uploaded/Ngothithuytrang/2024_07_18/xe_dap_2_INII.JPG,Báo Văn Hóa,1200x630,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_35f6a3cc.JPG,"Vỉa hè khá rộng, sạch sẽ, có cây xanh và đèn đường.  Một số xe máy đỗ trên vỉa hè, có vẻ không có hoạt động buôn bán.
"
https://sgtvt.hochiminhcity.gov.vn/Tin-tuc/Chi-tiet-bai-viet/moduleId/2002/controller/TinTuc/action/Image?filePath=/NOIDUNG/2024/1/29/NOIDUNG_04175906.jpg,Sở Giao Thông Vận Tải,730x488,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_c6402a51.jpg,"Vỉa hè tương đối hẹp, có phần lộn xộn do xe máy đậu và hoạt động buôn bán nhỏ lẻ. Người đi bộ và xe cộ lưu thông xen kẽ, cây xanh và đèn đường có mặt nhưng không nhiều.
"
https://static-images.vnncdn.net/files/publish/2023/2/10/via-he-1-296.jpg,VietNamNet,1920x1278,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_f3189f59.jpg,"Vỉa hè hẹp, bừa bộn với nhiều hàng quán bày bán hàng hóa.  Một người đàn ông đi bộ trên vỉa hè, gần đó có nhiều xe máy đỗ. Cây xanh và đèn đường không nhìn thấy rõ.
"
https://baoxaydung.com.vn/stores/news_dataimages/vananh/042017/12/22/220945baoxaydung_image001.jpg,Báo Xây dựng,1134x849,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_dd0f80aa.jpg,"Vỉa hè hẹp, tương đối sạch sẽ, lát gạch.  Xe máy đậu dọc vỉa hè chiếm phần lớn không gian, người đi bộ ít.  Cây xanh ít, không thấy ghế đá hay đèn đường rõ ràng.
"
https://baogiaothong.mediacdn.vn/upload/images/2022-1/article_img/2022-01-04/img-bgt-2021-z3080601213780-694d7334b50b6755a8646a38f9fbbfbc-1641293128-width1700height1080.jpg,Báo Giao Thông,700x444,vỉa hè đường phố việt nam,./images\vỉa_hè_đường_phố_việt_nam_cfc08f66.jpg,"Vỉa hè hẹp, khá bừa bộn với nhiều xe máy đậu.  Người bán hàng rong và người đi bộ cùng chia sẻ không gian nhỏ hẹp này. Cây xanh dọc vỉa hè tạo bóng mát.
"
